Product ID,Order ID,Order Date,Product name,Order Priority,Order Quantity,Unit Price,Discount,Shipping Price,Total,Total After Discount,Box Size,Shipping Cost,Box Cost,Delivery Date,Product Category,Product Base Margin %,Customer Id,Customer Name,Region,Customer Segment,Revenue,Source,YearMonth
PFS127090,217046,2017-01-03,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Critical,6,19.88,0.09,10.5,119.26,119.26,Large Box,7.35,1.48,2017-01-05,Apparel,76.08,100922547,Grant Donatelli,Ontario,Consumer,81.9,Google Ads,2017-01
PFS127089,217047,2017-06-21,Google Women's Fleece Hoodie,Very Low,5,15.77,0.01,1.67,78.85,78.85,Small Box,1.17,0.56,2017-07-01,Apparel,84.12,100922548,Jason Fortune,Ontario,Consumer,64.6,Facebook Ads,2017-06
PFS127088,217048,2017-01-07,Google Men's Short Sleeve Performance Badge Tee Pewter,Same Day,19,20.79,0.01,13.5,394.95,394.95,Small Box,9.45,0.56,2017-01-08,Men's-Performance Wear,80.0,100922549,Dave Brooks,Ontario,Consumer,305.95,TikTok Ads,2017-01
PFS127087,217049,2017-06-25,Google Infant Short Sleeve Tee White,Low,8,32.67,0.02,3.5,261.34,261.34,Medium Box,2.45,1.18,2017-07-03,Apparel,84.12,100922550,Philip Fox,Ontario,Consumer,216.21,Google Ads,2017-06
PFS127086,217050,2017-09-22,YouTube Men's Vintage Henley,Medium,20,18.63,0.03,3.0,372.64,372.64,Small Box,2.1,0.56,2017-09-28,Apparel,68.5,100922551,Ionia McGrath,Atlantic,Consumer,252.6,Referral,2017-09
PFS127085,217051,2017-02-11,Google Women's Softshell Jacket Black/Grey,High,9,45.1,0.09,7.0,405.9,405.9,Small Box,4.9,0.56,2017-02-14,Apparel,68.68,100922552,Lori Olson,Atlantic,Small Business,273.31,Facebook Ads,2017-02
PFS127084,217052,2017-02-07,Google Rucksack,Critical,7,85.24,0.06,7.5,596.69,596.69,Small Box,5.25,0.56,2017-02-09,Women's-T-Shirts,69.66,100922553,Quincy Jones,Atlantic,Consumer,409.84,Instagram Ads,2017-02
PFS127083,217053,2017-07-04,Google Men's Bayside Graphic Tee,Very Low,15,23.39,0.03,1.0,350.81,350.81,Small Box,0.7,0.56,2017-07-14,Apparel,72.68,100922554,Patrick Jones,Atlantic,Small Business,253.7,Other,2017-07
PFS127082,217054,2017-08-27,Google Women's Scoop Neck Tee Black,Same Day,1,20.79,0.02,13.5,20.79,20.79,Large Box,9.45,1.48,2017-08-28,Women's-T-Shirts,73.32,100922555,Karen Seio,Atlantic,Home Office,4.31,Instagram Ads,2017-08
PFS127081,217055,2017-02-03,Google Women's Performance Golf Polo Blue,Medium,4,16.34,0.02,5.25,65.36,65.36,Large Box,3.68,1.48,2017-02-09,Apparel,61.16,100922556,Patrick Gardner,Atlantic,Consumer,34.82,Instagram Ads,2017-02
PFS127080,217056,2017-07-18,Android Women's Short Sleeve Badge Tee Dark Heather,Medium,8,20.48,0.07,4.5,163.8,163.8,Jumbo Box,3.15,2.96,2017-07-24,Women's-T-Shirts,62.06,100922557,Nona Balk,Atlantic,Consumer,95.54,Google Organic,2017-07
PFS127079,217057,2017-09-21,Google Youth Baseball Raglan Heather/Black,Medium,14,38.98,0.03,5.25,545.73,545.73,Wrap Bag,3.68,0.34,2017-09-27,Apparel,62.28,100922558,Erin Mull,Atlantic,Consumer,335.87,TikTok Ads,2017-09
PFS127078,217058,2017-03-22,Google Alpine Style Backpack,Very Low,11,119.59,0.07,1.67,1315.46,1315.46,Jumbo Box,1.17,2.96,2017-04-01,Bags,80.0,100922559,John Lee,Atlantic,Consumer,1048.24,Referral,2017-03
PFS127077,217059,2017-07-28,YouTube Men's Short Sleeve Hero Tee White,Very Low,20,20.48,0.06,2.33,409.5,409.5,Small Box,1.63,0.56,2017-08-07,Men's-T-Shirts,84.12,100922560,Justin Deggeller,Atlantic,Consumer,342.28,Facebook Ads,2017-07
PFS127076,217060,2017-12-08,Waze Mood Original Window Decal,Critical,19,19.88,0.02,13.5,377.66,377.66,Wrap Bag,9.45,0.34,2017-12-10,Stickers,61.16,100922561,Keith Dawkins,Prarie,Consumer,221.19,Instagram Ads,2017-12
PFS127075,217061,2017-12-27,Waze Mood Happy Window Decal,High,18,19.75,0.02,7.0,355.45,355.45,Small Box,4.9,0.56,2017-12-30,Accessories,62.06,100922562,Joe Elijah,Prarie,Home Office,215.13,Other,2017-12
PFS127074,217062,2017-02-02,Google Men's Vintage Badge Tee White,Medium,17,19.75,0.09,6.0,335.7,335.7,Small Pack,4.2,0.38,2017-02-08,Men's-Performance Wear,62.28,100922563,Stefanie Holloman,Prarie,Corporate,204.5,Referral,2017-02
PFS127073,217063,2017-05-21,Android Men's Outerstellar Short Sleeve Tee Black,Low,8,20.79,0.04,3.0,166.3,166.3,Jumbo Drum,2.1,5.42,2017-05-29,Apparel,62.44,100922564,Ken Black,Prarie,Corporate,96.32,Google Ads,2017-05
PFS127072,217064,2017-02-05,Google Large Standard Journal Navy,Low,11,16.65,0.06,2.5,183.18,183.18,Small Box,1.75,0.56,2017-02-13,Office,68.26,100922565,Lindsay Williams,Prarie,Consumer,122.73,Other,2017-02
PFS127071,217065,2017-10-17,Keyboard DOT Sticker,Same Day,11,1.78,0.01,15.75,19.59,19.59,Wrap Bag,11.03,0.34,2017-10-18,Office,68.5,100922566,Logan Currie,Prarie,Consumer,2.06,Google Organic,2017-10
PFS127070,217066,2017-07-26,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Low,14,35.9,0.09,3.5,502.63,502.63,Medium Box,2.45,1.18,2017-08-03,Apparel,68.68,100922567,Steve Chapman,Prarie,Home Office,341.58,Referral,2017-07
PFS127069,217067,2017-01-09,Google Women's Recycled Fabric Tee,Medium,8,18.41,0.07,4.5,147.26,147.26,Medium Box,3.15,1.18,2017-01-15,Women's-T-Shirts,72.68,100922568,Scot Wooten,Prarie,Small Business,102.7,Facebook Ads,2017-01
PFS127068,217068,2017-08-16,Google Men's Performance Polo Grey/Black,High,11,35.1,0.06,9.0,386.1,386.1,Wrap Bag,6.3,0.34,2017-08-19,Apparel,73.32,100922569,Denise Monton,Prarie,Consumer,276.45,Instagram Ads,2017-08
PFS127067,217069,2017-05-26,Google Sunglasses,Critical,21,4.11,0.1,4.5,86.27,86.27,Large Box,3.15,1.48,2017-05-28,Lifestyle,84.12,100922570,Ed Braxton,Prarie,Consumer,67.94,Other,2017-05
PFS127066,217070,2017-09-27,Google Men's Short Sleeve Badge Tee Charcoal,Very Low,9,5.9,0.0,1.67,53.12,53.12,Small Box,1.17,0.56,2017-10-07,Apparel,30.58,100922571,Valerie Takahito,Prarie,Small Business,14.51,Google Ads,2017-09
PFS127065,217071,2017-06-14,Waze Women's Typography Short Sleeve Tee,Same Day,10,47.5,0.01,6.75,475.01,475.01,Wrap Bag,4.73,0.34,2017-06-15,Apparel,37.22,100922572,Penelope Sewall,Prarie,Consumer,171.73,Instagram Ads,2017-06
PFS127064,217072,2017-03-08,Android Men's Vintage Tank,Low,17,5.46,0.05,3.5,92.82,92.82,Small Box,2.45,0.56,2017-03-16,Apparel,55.0,100922573,Sean Braxton,Prarie,Corporate,48.04,Referral,2017-03
PFS127063,217073,2017-10-21,Google Men's Vintage Tank,Medium,3,36.83,0.01,6.75,110.48,110.48,Small Box,4.73,0.56,2017-10-27,Apparel,42.06,100922574,Valerie Dominguez,Prarie,Home Office,41.18,Referral,2017-10
PFS127062,217074,2017-07-30,Google Women's Short Sleeve Badge Tee Navy,High,18,5.16,0.0,7.0,92.9,92.9,Small Box,4.9,0.56,2017-08-02,Apparel,57.14,100922575,Susan MacKendrick,Prarie,Consumer,47.62,Facebook Ads,2017-07
PFS127061,217075,2017-09-08,Google Device Stand,Critical,1,5.24,0.07,9.0,5.24,5.24,Wrap Bag,6.3,0.34,2017-09-10,Nest,57.62,100922576,Thais Sissman,Prarie,Consumer,-3.62,Facebook Ads,2017-09
PFS127060,217076,2017-12-23,Google Women's Short Sleeve Hero Tee Heather,Very Low,5,19.75,0.05,2.67,98.74,98.74,Small Box,1.87,0.56,2018-01-02,Apparel,59.06,100922577,Linda Southworth,Prarie,Consumer,55.88,Google Organic,2017-12
PFS127059,217077,2017-05-04,Sport Bag,Same Day,21,75.5,0.0,15.75,1585.48,1585.48,Medium Box,11.03,1.18,2017-05-05,Bags,62.86,100922578,Michael Moore,Prarie,Consumer,984.43,Other,2017-05
PFS127058,217078,2017-11-26,Google Women's Performance Full Zip Jacket Black,Medium,2,41.5,0.02,3.0,83.0,83.0,Small Box,2.1,0.56,2017-12-02,Women's-Outerwear,68.26,100922579,Patrick Ryan,Prarie,Home Office,53.99,Facebook Ads,2017-11
PFS127057,217079,2017-02-23,Google Youth Short Sleeve Tee Red,Medium,6,19.75,0.03,4.5,118.48,118.48,Small Box,3.15,0.56,2017-03-01,Apparel,68.68,100922580,Ross Baird,Prarie,Small Business,77.66,Instagram Ads,2017-02
PFS127056,217080,2017-07-24,Android Women's Short Sleeve Hero Tee Black,Medium,2,17.67,0.1,6.75,35.33,35.33,Small Box,4.73,0.56,2017-07-30,Women's-T-Shirts,73.32,100922581,Tracy Zic,Prarie,Consumer,20.62,Other,2017-07
PFS127055,217081,2017-09-07,Android Women's Long Sleeve Blended Cardigan Grey,Very Low,16,19.67,0.1,1.67,314.67,314.67,Large Box,1.17,1.48,2017-09-17,Women's-Outerwear,73.32,100922582,Mick Crebagga,Prarie,Consumer,228.07,Referral,2017-09
PFS127054,217082,2017-05-21,Android Rise 14 oz Mug,Very Low,17,23.7,0.02,2.33,402.93,402.93,Small Box,1.63,0.56,2017-05-31,Drinkware,76.08,100922583,Steven Ward,Prarie,Consumer,304.36,Other,2017-05
PFS127053,217083,2017-07-01,Google Metallic Notebook Set,Critical,13,56.93,0.04,10.5,740.08,740.08,Small Box,7.35,0.56,2017-07-03,Office,30.58,100922584,Ryan Crowe,Prarie,Consumer,218.4,Other,2017-07
PFS127052,217084,2017-05-05,Android BTTF Moonshot Graphic Tee,High,1,20.79,0.07,6.0,20.79,20.79,Large Box,4.2,1.48,2017-05-08,Apparel,42.0,100922585,Irene Maddox,Prarie,Consumer,3.05,Facebook Ads,2017-05
PFS127051,217085,2017-11-05,Nest® Cam IQ Outdoor - USA (Preorder),Medium,16,362.7,0.07,5.25,5803.2,5803.2,Jumbo Drum,3.68,5.42,2017-11-11,Backpacks,44.0,100922586,Nick Radford,Prarie,Consumer,2544.32,Facebook Ads,2017-11
PFS127050,217086,2017-08-07,Nest® Cam IQ - USA,Low,5,258.7,0.03,3.0,1293.5,1293.5,Small Box,2.1,0.56,2017-08-15,Backpacks,65.0,100922587,Maurice Satty,Prarie,Consumer,838.11,Instagram Ads,2017-08
PFS127049,217087,2017-02-11,YouTube Custom Decals,Low,6,0.53,0.06,2.0,3.2,3.2,Small Box,1.4,0.56,2017-02-19,Office,94.79,100922588,Victor Price,Prarie,Consumer,1.07,Instagram Ads,2017-02
PFS127048,217088,2017-07-01,Google Women's Short Sleeve Performance Tee Charcoal,Same Day,20,44.3,0.02,9.0,886.0,886.0,Small Pack,6.3,0.38,2017-07-02,Apparel,89.04,100922589,Maureen Grace,Prarie,Consumer,782.22,Other,2017-07
PFS127047,217089,2017-06-03,Waze Mood Ninja Window Decal,Low,12,16.65,0.02,3.5,199.84,199.84,Small Box,2.45,0.56,2017-06-11,Stickers,68.5,100922590,Eric Hoffmann,Prarie,Small Business,133.88,Facebook Ads,2017-06
PFS127046,217090,2017-12-26,Waze Pack of 9 Decal Set,Medium,17,22.09,0.0,3.75,375.48,375.48,Jumbo Box,2.63,2.96,2018-01-01,Accessories,68.68,100922591,Jill Stevenson,Prarie,Consumer,252.29,Google Organic,2017-12
PFS127045,217091,2017-08-02,Nest® Secure Alarm System Starter Pack - USA (Preorder),High,18,453.7,0.09,7.0,8166.6,8166.6,Wrap Bag,4.9,0.34,2017-08-05,Backpacks,69.66,100922592,Evan Bailliet,Prarie,Small Business,5683.62,Facebook Ads,2017-08
PFS127044,217092,2017-06-17,Google Twill Cap,Critical,6,22.12,0.0,10.5,132.7,132.7,Small Box,7.35,0.56,2017-06-19,Apparel,72.68,100922593,Meg Tillman,Prarie,Home Office,88.54,Other,2017-06
PFS127043,217093,2017-12-22,Google Women's Short Sleeve Hero Tee Grey,Very Low,2,5.3,0.07,2.0,10.61,10.61,Wrap Bag,1.4,0.34,2018-01-01,Apparel,73.32,100922594,Russell D'Ascenzo,Prarie,Consumer,6.04,Instagram Ads,2017-12
PFS127042,217094,2017-11-04,Nest® Cam Indoor Security Camera - USA,Same Day,7,154.7,0.08,13.5,1082.9,1082.9,Small Box,9.45,0.56,2017-11-05,Nest,62.86,100922595,Gary Hwang,Prarie,Consumer,670.7,Google Ads,2017-11
PFS127041,217095,2017-02-05,Android BTTF Cosmos Graphic Tee,Low,14,20.79,0.09,3.0,291.02,291.02,Small Box,2.1,0.56,2017-02-13,Apparel,64.96,100922596,Emily Ducich,Prarie,Consumer,186.38,Google Ads,2017-02
PFS127040,217096,2017-07-10,Google Stylus Pen w/ LED Light,Medium,21,46.93,0.03,6.0,985.51,985.51,Medium Box,4.2,1.18,2017-07-16,Office,67.28,100922597,Steven Cartwright,Prarie,Consumer,657.67,Referral,2017-07
PFS127039,217097,2017-12-23,Nest® Learning Thermostat 3rd Gen-USA - Copper,High,17,193.7,0.07,7.0,3292.9,3292.9,Large Box,4.9,1.48,2017-12-26,Nest,69.66,100922598,Sue Ann Reed,Prarie,Consumer,2287.45,Google Ads,2017-12
PFS127038,217098,2017-03-01,Google Women's Short Sleeve Hero Tee Black,Critical,18,16.34,0.01,7.5,294.14,294.14,Small Box,5.25,0.56,2017-03-03,Women's-T-Shirts,73.32,100922599,Sanjit Engle,Prarie,Consumer,209.85,Google Ads,2017-03
PFS127037,217099,2017-07-17,Google Women's Tee Grey,Very Low,12,26.71,0.0,1.0,320.5,320.5,Wrap Bag,0.7,0.34,2017-07-27,Apparel,74.44,100922600,Katherine Ducich,Prarie,Home Office,237.54,Other,2017-07
PFS127036,217100,2017-02-13,Maze Pen,Same Day,11,1.03,0.09,13.5,11.3,11.3,Small Box,9.45,0.56,2017-02-14,Office,76.08,100922601,Mike Gockenbach,Prarie,Corporate,-1.42,Google Ads,2017-02
PFS127035,217101,2017-05-27,Google Doodle Decal,Medium,21,3.12,0.1,5.25,65.52,65.52,Small Box,3.68,0.56,2017-06-02,Office,38.04,100922602,Tom Zandusky,Prarie,Corporate,20.69,Google Ads,2017-05
PFS127034,217102,2017-07-15,Emoji Sticker Sheet,Medium,2,25.21,0.03,4.5,50.43,50.43,Small Pack,3.15,0.38,2017-07-21,Accessories,55.32,100922603,Henia Zydlo,Prarie,Consumer,24.37,Facebook Ads,2017-07
PFS127033,217103,2017-07-04,Android Large Removable Sticker Sheet,Medium,4,3.17,0.01,3.75,12.69,12.69,Jumbo Drum,2.63,5.42,2017-07-10,Accessories,60.86,100922604,Tracy Collins,Prarie,Consumer,-0.32,Other,2017-07
PFS127032,217104,2017-09-09,Android Small Removable Sticker Sheet,Very Low,11,3.12,0.08,1.67,34.32,34.32,Jumbo Drum,1.17,5.42,2017-09-19,Accessories,61.16,100922605,Toby Knight,Prarie,Home Office,14.41,Google Organic,2017-09
PFS127031,217105,2017-01-26,Ballpoint LED Light Pen,Very Low,17,2.89,0.0,2.0,49.06,49.06,Small Box,1.4,0.56,2017-02-05,Office,62.06,100922606,Thea Hudgings,Prarie,Small Business,28.49,Facebook Ads,2017-01
PFS127030,217106,2017-04-28,Waze Baby on Board Window Decal,Critical,18,3.89,0.02,6.0,69.97,69.97,Small Box,4.2,0.56,2017-04-30,Waze,62.44,100922607,Nora Pelletier,Prarie,Consumer,38.92,Referral,2017-04
PFS127029,217107,2017-08-22,Windup Android,High,16,5.16,0.04,8.0,82.58,82.58,Small Box,5.6,0.56,2017-08-25,Lifestyle,62.28,100922608,Jamie Frazer,Prarie,Consumer,45.27,Instagram Ads,2017-08
PFS127028,217108,2017-04-10,Nest® Cam Outdoor Security Camera - USA,Medium,21,154.7,0.1,2.25,3248.7,3248.7,Medium Box,1.58,1.18,2017-04-16,Nest,64.96,100922609,Rachel Payne,Prarie,Small Business,2107.6,TikTok Ads,2017-04
PFS127027,217109,2017-07-06,Nest® Thermostat E - USA,Low,9,128.7,0.02,4.5,1158.3,1158.3,Small Box,3.15,0.56,2017-07-14,Backpacks,67.28,100922610,Craig Molinari,Prarie,Consumer,775.59,Referral,2017-07
PFS127026,217110,2017-03-15,Google 17oz Stainless Steel Sport Bottle,Low,16,15.77,0.0,3.5,252.3,252.3,Small Pack,2.45,0.38,2017-03-23,Water Bottles,68.5,100922611,Joy Daniels,Prarie,Corporate,170.0,Referral,2017-03
PFS127025,217111,2017-07-31,Google Baby Essentials Set,Same Day,6,15.6,0.04,11.25,93.6,93.6,Medium Box,7.88,1.18,2017-08-01,Infant,69.66,100922612,Jill Fjeld,Prarie,Home Office,56.15,Other,2017-07
PFS127024,217112,2017-07-06,Google 22 oz Water Bottle,Low,4,3.41,0.06,3.5,13.62,13.62,Small Box,2.45,0.56,2017-07-14,Drinkware,72.68,100922613,Rick Bensley,Prarie,Consumer,6.89,Referral,2017-07
PFS127023,217113,2017-08-06,Switch Tone Color Crayon Pen,Medium,5,2.52,0.01,3.0,12.61,12.61,Jumbo Drum,2.1,5.42,2017-08-12,Office,74.44,100922614,Maribeth Schnelling,Prarie,Consumer,1.87,TikTok Ads,2017-08
PFS127022,217114,2017-04-12,Four Color Retractable Pen,High,19,3.77,0.04,9.0,71.63,71.63,Small Box,6.3,0.56,2017-04-15,Office,84.12,100922615,Roland Murray,Prarie,Consumer,53.39,Google Organic,2017-04
PFS127021,217115,2017-05-17,8 pc Android Sticker Sheet,Critical,2,2.22,0.08,10.5,4.45,4.45,Small Pack,7.35,0.38,2017-05-19,Office,66.0,100922616,Peter Fuller,Prarie,Consumer,-4.79,Referral,2017-05
PFS127020,217116,2017-12-04,Google Women's Short Sleeve Hero Tee White,Very Low,20,15.6,0.06,2.0,312.0,312.0,Jumbo Box,1.4,2.96,2017-12-14,Women's-T-Shirts,74.0,100922617,Sam Craven,Prarie,Home Office,226.52,Referral,2017-12
PFS127019,217117,2017-04-24,Google Women's Long Sleeve Blended Cardigan Charcoal,Same Day,18,42.9,0.0,13.5,772.2,772.2,Small Box,9.45,0.56,2017-04-25,Women's-Outerwear,82.0,100922618,Mitch Willingham,Prarie,Small Business,623.19,Facebook Ads,2017-04
PFS127018,217118,2017-06-01,Nest® Learning Thermostat 3rd Gen-USA - White,Low,16,193.7,0.08,4.5,3099.2,3099.2,Small Box,3.15,0.56,2017-06-09,Nest,36.0,100922619,John Dryer,Prarie,Consumer,1112.0,Other,2017-06
PFS127017,217119,2017-08-04,Nest® Protect Smoke + CO White Wired Alarm-USA,Medium,15,102.7,0.07,3.75,1540.5,1540.5,Small Box,2.63,0.56,2017-08-10,Nest,34.25,100922620,Susan Gilcrest,Prarie,Consumer,524.43,Other,2017-08
PFS127016,217120,2017-01-29,Google Laptop and Cell Phone Stickers,High,4,3.6,0.02,5.0,14.4,14.4,Small Box,3.5,0.56,2017-02-01,Office,34.34,100922621,Randy Bradley,Prarie,Consumer,0.88,Instagram Ads,2017-01
PFS127015,217121,2017-11-30,Nest® Protect Smoke + CO White Battery Alarm-USA,Critical,17,102.7,0.05,10.5,1745.9,1745.9,Jumbo Box,7.35,2.96,2017-12-02,Nest,34.83,100922622,William Brown,Prarie,Consumer,597.78,Facebook Ads,2017-11
PFS127014,217122,2017-11-10,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Very Low,14,193.7,0.02,2.33,2711.8,2711.8,Jumbo Drum,1.63,5.42,2017-11-20,Nest,36.34,100922623,Rick Hansen,Prarie,Consumer,978.42,Referral,2017-11
PFS127013,217123,2017-03-03,Waze Dress Socks,Same Day,17,21.1,0.05,13.5,358.73,358.73,Wrap Bag,9.45,0.34,2017-03-04,Waze,36.66,100922624,Toby Grace,Prarie,Consumer,121.72,TikTok Ads,2017-03
PFS127012,217124,2017-05-08,Google Women's Short Sleeve Badge Tee Grey,Medium,4,5.16,0.05,4.5,20.64,20.64,Small Box,3.15,0.56,2017-05-14,Apparel,36.66,100922625,Joseph Holt,Prarie,Consumer,3.86,TikTok Ads,2017-05
PFS127011,217125,2017-12-12,BLM Sweatshirt,Medium,18,24.3,0.02,4.5,437.4,437.4,Small Box,3.15,0.56,2017-12-18,Apparel,37.22,100922626,Ashley Jarboe,Prarie,Consumer,159.09,Other,2017-12
PFS127010,217126,2017-07-26,Google Infant Short Sleeve Tee Green,Medium,8,23.7,0.09,3.0,189.62,189.62,Small Box,2.1,0.56,2017-08-01,Infant,38.04,100922627,Pauline Webber,Prarie,Consumer,69.47,Google Organic,2017-07
PFS127009,217127,2017-12-21,"7"" Dog Frisbee",Very Low,17,40.95,0.06,2.33,696.15,696.15,Jumbo Drum,1.63,5.42,2017-12-31,Pet,42.06,100922628,Kean Takahito,Prarie,Small Business,285.75,Other,2017-12
PFS127052,217128,2017-06-11,Android BTTF Moonshot Graphic Tee,Very Low,10,20.79,0.06,2.0,207.87,207.87,Large Box,1.4,1.48,2017-06-21,Apparel,42.0,100922629,Nick Zandusky,Prarie,Consumer,84.43,Other,2017-06
PFS127051,217129,2017-03-08,Nest® Cam IQ Outdoor - USA (Preorder),Critical,6,362.7,0.02,10.5,2176.2,2176.2,Jumbo Drum,7.35,5.42,2017-03-10,Backpacks,44.0,100922630,Neoma Murray,Prarie,Small Business,944.76,Instagram Ads,2017-03
PFS127050,217130,2017-05-05,Nest® Cam IQ - USA,High,6,258.7,0.01,6.0,1552.2,1552.2,Small Box,4.2,0.56,2017-05-08,Backpacks,65.0,100922631,Sung Chung,Prarie,Home Office,1004.17,Facebook Ads,2017-05
PFS127049,217131,2017-01-16,YouTube Custom Decals,Medium,17,0.53,0.02,3.0,9.06,9.06,Small Box,2.1,0.56,2017-01-22,Office,94.79,100922632,Darrin Van Huff,Prarie,Consumer,5.93,Google Organic,2017-01
PFS127048,217132,2017-06-29,Google Women's Short Sleeve Performance Tee Charcoal,Low,21,44.3,0.0,2.0,930.3,930.3,Small Pack,1.4,0.38,2017-07-07,Apparel,89.04,100922633,Max Ludwig,Prarie,Consumer,826.56,Facebook Ads,2017-06
PFS127047,217133,2017-11-26,Waze Mood Ninja Window Decal,Low,15,16.65,0.03,3.5,249.8,249.8,Small Box,2.45,0.56,2017-12-04,Stickers,68.5,100922634,Michelle Moray,Prarie,Consumer,168.1,Facebook Ads,2017-11
PFS127046,217134,2017-10-21,Waze Pack of 9 Decal Set,Same Day,9,22.09,0.01,11.25,198.78,198.78,Jumbo Box,7.88,2.96,2017-10-22,Accessories,68.68,100922635,Craig Rider,Prarie,Consumer,125.69,Google Organic,2017-10
PFS127045,217135,2017-05-06,Nest® Secure Alarm System Starter Pack - USA (Preorder),Low,11,453.7,0.05,3.5,4990.7,4990.7,Wrap Bag,2.45,0.34,2017-05-14,Backpacks,69.66,100922636,Maribeth Yedwab,Prarie,Consumer,3473.73,Google Ads,2017-05
PFS127044,217136,2017-02-12,Google Twill Cap,Medium,4,22.12,0.07,5.25,88.47,88.47,Small Box,3.68,0.56,2017-02-18,Apparel,72.68,100922637,Eugene Moren,Prarie,Consumer,60.06,Google Organic,2017-02
PFS127043,217137,2017-10-09,Google Women's Short Sleeve Hero Tee Grey,High,6,5.3,0.02,6.0,31.82,31.82,Wrap Bag,4.2,0.34,2017-10-12,Apparel,73.32,100922638,Mark Van Huff,Prarie,Home Office,18.8,Other,2017-10
PFS127042,217138,2017-09-12,Nest® Cam Indoor Security Camera - USA,Critical,13,154.7,0.04,9.0,2011.1,2011.1,Small Box,6.3,0.56,2017-09-14,Nest,62.86,100922639,Mark Hamilton,Prarie,Corporate,1257.31,Google Ads,2017-09
PFS127078,217139,2017-03-31,Google Alpine Style Backpack,Very Low,1,119.59,0.04,1.67,119.59,119.59,Jumbo Box,1.17,2.96,2017-04-10,Bags,80.0,100922640,Sung Shariari,Prarie,Corporate,91.54,Facebook Ads,2017-03
PFS127027,217140,2017-09-18,Nest® Thermostat E - USA,Same Day,12,128.7,0.05,20.25,1544.4,1544.4,Small Box,14.18,0.56,2017-09-19,Backpacks,67.28,100922641,Richard Eichhorn,Prarie,Consumer,1024.33,Google Ads,2017-09
PFS127124,217141,2017-03-24,Nest® Protect Smoke + CO White Battery Alarm - CA,Low,5,135.2,0.05,2.0,676.0,676.0,Large Box,1.4,1.48,2017-04-01,Nest,77.0,100922642,Neil French,Prarie,Consumer,517.64,Google Ads,2017-03
PFS127028,217142,2017-10-15,Nest® Cam Outdoor Security Camera - USA,Medium,8,154.7,0.07,2.25,1237.6,1237.6,Medium Box,1.58,1.18,2017-10-21,Nest,64.96,100922643,Nicole Fjeld,Prarie,Home Office,801.19,TikTok Ads,2017-10
PFS127042,217143,2017-03-07,Nest® Cam Indoor Security Camera - USA,High,13,154.7,0.08,6.0,2011.1,2011.1,Small Box,4.2,0.56,2017-03-10,Nest,62.86,100922644,Suzanne McNair,Prarie,Small Business,1259.41,Facebook Ads,2017-03
PFS127110,217144,2017-09-24,Google Rolltop Backpack Blue,Critical,18,175.49,0.01,12.0,3158.77,3158.77,Medium Box,8.4,1.18,2017-09-26,Bags,84.12,100922645,Susan Pistek,Prarie,Consumer,2647.58,Google Organic,2017-09
PFS127014,217145,2017-02-08,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Very Low,5,193.7,0.06,2.33,968.5,968.5,Jumbo Drum,1.63,5.42,2017-02-18,Nest,36.34,100922646,Nick Crebassa,Prarie,Consumer,344.9,TikTok Ads,2017-02
PFS127018,217146,2017-05-02,Nest® Learning Thermostat 3rd Gen-USA - White,Same Day,19,193.7,0.0,20.25,3680.3,3680.3,Small Box,14.18,0.56,2017-05-03,Nest,36.0,100922647,Aleksandra Gannaway,Prarie,Small Business,1310.17,Referral,2017-05
PFS127039,217147,2017-11-24,Nest® Learning Thermostat 3rd Gen-USA - Copper,Medium,20,193.7,0.05,5.25,3874.0,3874.0,Large Box,3.68,1.48,2017-11-30,Nest,69.66,100922648,Carl Weiss,Prarie,Consumer,2693.47,Facebook Ads,2017-11
PFS127125,217148,2017-01-25,Nest®  Thermostat E - CA,Medium,10,193.7,0.08,4.5,1937.0,1937.0,Jumbo Drum,3.15,5.42,2017-01-31,Backpacks,89.0,100922649,Joel Eaton,Prarie,Corporate,1715.37,Other,2017-01
PFS127050,217149,2017-11-08,Nest® Cam IQ - USA,Medium,11,258.7,0.0,4.5,2845.7,2845.7,Small Box,3.15,0.56,2017-11-14,Backpacks,65.0,100922650,Justin Ellison,Prarie,Home Office,1845.99,Other,2017-11
PFS127123,217150,2017-07-11,Nest® Learning Thermostat 3rd Gen - CA - Stainless Steel,Very Low,7,258.7,0.07,2.0,1810.9,1810.9,Wrap Bag,1.4,0.34,2017-07-21,Nest,75.0,100922651,Jennifer Jackson,Prarie,Consumer,1356.44,Instagram Ads,2017-07
PFS127051,217151,2017-06-22,Nest® Cam IQ Outdoor - USA (Preorder),Very Low,15,362.7,0.05,2.33,5440.5,5440.5,Jumbo Drum,1.63,5.42,2017-07-02,Backpacks,44.0,100922652,Karen Bern,Prarie,Consumer,2386.77,Referral,2017-06
PFS127045,217152,2017-04-24,Nest® Secure Alarm System Starter Pack - USA (Preorder),Critical,14,453.7,0.09,10.5,6351.8,6351.8,Wrap Bag,7.35,0.34,2017-04-26,Backpacks,69.66,100922653,Liz Pelletier,Prarie,Consumer,4416.98,Other,2017-04
